,state,year,labor force,unemployment rate,All Ages SAIPE Poverty Universe,All Ages in Poverty Count,All Ages in Poverty Percent,Under Age 18 SAIPE Poverty Universe,Under Age 18 in Poverty Count,Under Age 18 in Poverty Percent,Ages 5 to 17 in Families SAIPE Poverty Universe,Ages 5 to 17 in Families in Poverty Count,Ages 5 to 17 in Families in Poverty Percent,Under Age 5 SAIPE Poverty Universe,Under Age 5 in Poverty Count,Under Age 5 in Poverty Percent,Median Household Income in Dollars
209,California,2017,19311958,4.8,38513333,5527621,14.4,8959115,1782764,19.9,6487993,1242780,19.2,2430975,502432,20.7,67715
210,Colorado,1976,1241819,5.8,4795822.5,451658,11.2,1184881,160497.75,14.8,832491,100588,13.3,331446.5,53891,16.8,49248
211,Colorado,1977,1292960,6.4,4795822.5,451658,11.2,1184881,160497.75,14.8,832491,100588,13.3,331446.5,53891,16.8,49248
212,Colorado,1978,1347646,5.5,4795822.5,451658,11.2,1184881,160497.75,14.8,832491,100588,13.3,331446.5,53891,16.8,49248
213,Colorado,1979,1429392,4.7,4795822.5,451658,11.2,1184881,160497.75,14.8,832491,100588,13.3,331446.5,53891,16.8,49248
214,Colorado,1980,1491648,5.8,4795822.5,451658,11.2,1184881,160497.75,14.8,832491,100588,13.3,331446.5,53891,16.8,49248
215,Colorado,1981,1539314,5.7,4795822.5,451658,11.2,1184881,160497.75,14.8,832491,100588,13.3,331446.5,53891,16.8,49248
216,Colorado,1982,1595941,7.3,4795822.5,451658,11.2,1184881,160497.75,14.8,832491,100588,13.3,331446.5,53891,16.8,49248
217,Colorado,1983,1666793,7.1,4795822.5,451658,11.2,1184881,160497.75,14.8,832491,100588,13.3,331446.5,53891,16.8,49248
218,Colorado,1984,1715898,5.4,4795822.5,451658,11.2,1184881,160497.75,14.8,832491,100588,13.3,331446.5,53891,16.8,49248
219,Colorado,1985,1714199,6.1,4795822.5,451658,11.2,1184881,160497.75,14.8,832491,100588,13.3,331446.5,53891,16.8,49248
220,Colorado,1986,1705842,7.5,4795822.5,451658,11.2,1184881,160497.75,14.8,832491,100588,13.3,331446.5,53891,16.8,49248
221,Colorado,1987,1701342,7.5,4795822.5,451658,11.2,1184881,160497.75,14.8,832491,100588,13.3,331446.5,53891,16.8,49248
222,Colorado,1988,1697028,6.5,4795822.5,451658,11.2,1184881,160497.75,14.8,832491,100588,13.3,331446.5,53891,16.8,49248
223,Colorado,1989,1702489,5.7,4795822.5,381825,11.7,1184881,153417,17.7,832491,92194,15.4,331446.5,53891,20.7,28368
224,Colorado,1990,1763683,5.2,4795822.5,393545.5,11.7,1184881,155777.25,17.4,832491,93418,15.025,331446.5,55138.25,20.8,29554.75
225,Colorado,1991,1794287,5.3,4795822.5,405266,11.7,1184881,158137.5,17.1,832491,94642,14.65,331446.5,56385.5,20.9,30741.5
226,Colorado,1992,1845245,6,4795822.5,416986.5,11.7,1184881,160497.75,16.8,832491,95866,14.275,331446.5,57632.75,21,31928.25
227,Colorado,1993,1931142,5.3,4795822.5,428707,11.7,1184881,162858,16.5,832491,97090,13.9,331446.5,58880,21.1,33115
228,Colorado,1994,2039524,4.2,4795822.5,410822.5,11.05,1184881,153124,15.35,832491,92362,13.05,331446.5,52698,18.9,35175
229,Colorado,1995,2124988,4,4795822.5,392938,10.4,1184881,143390,14.2,832491,87634,12.2,331446.5,46516,16.7,37235
230,Colorado,1996,2154732,4.2,4795822.5,407576,10.5,1184881,147436,14.3,832491,90319,12.4,331446.5,47894,16.8,38923
231,Colorado,1997,2217553,3.5,4795822.5,403410,10.2,1184881,155960,14.6,832491,100679,13.3,331446.5,46801,16,40853
232,Colorado,1998,2311582,3.6,4042184,400813,9.9,1088585,154100,14.2,781277,100588,12.9,296394,46514,15.7,43402
233,Colorado,1999,2344282,3.1,4224816,375202,8.9,1090250,130654,12,775216,86141,11.1,297502,36670,12.3,45557
234,Colorado,2000,2359515,2.8,4341448,384830,8.9,1122846,136826,12.2,795118,85416,10.7,310364,43064,13.9,47505
235,Colorado,2001,2391048,3.8,4408629,381718,8.7,1134757,126103,11.1,800324,80209,10,318145,38892,12.2,48483
236,Colorado,2002,2442992,5.5,4476876,426822,9.5,1150444,135233,11.8,817054,91405,11.2,323003,38431,11.9,48060
237,Colorado,2003,2486229,6,4521138,451658,10,1178251,151196,12.8,830652,96512,11.6,333816,45715,13.7,49248
238,Colorado,2004,2532361,5.5,4586406,466804,10.2,1179365,151264,12.8,828373,94396,11.4,336512,50463,15,50105
239,Colorado,2005,2563900,5,4549948,497763,10.9,1163200,163374,14,821137,101811,12.4,335277,56039,16.7,50841
240,Colorado,2006,2622243,4.3,4653234,539332,11.6,1151437,170379,14.8,811015,108406,13.4,334577,56770,17,52265
241,Colorado,2007,2664677,3.7,4756240,548520,11.5,1175042,179666,15.3,822628,114762,14,345363,58735,17,55517
242,Colorado,2008,2716625,4.8,4835405,540845,11.2,1190397,171707,14.4,834330,106985,12.8,351090,60228,17.2,57184
243,Colorado,2009,2722982,7.3,4917085,618676,12.6,1210140,201208,16.6,846344,123633,14.6,358027,72155,20.2,55735
244,Colorado,2010,2724417,8.7,4934178,651744,13.2,1213169,207165,17.1,868178,131486,15.1,339476,70745,20.8,54411
245,Colorado,2011,2736079,8.4,5002119,669267,13.4,1214671,215325,17.7,871893,138632,15.9,336397,71015,21.1,55530
246,Colorado,2012,2757222,7.9,5069069,688715,13.6,1213069,220133,18.1,875004,148544,17,331900,65796,19.8,56880
247,Colorado,2013,2767153,6.9,5151496,665351,12.9,1222544,204866,16.8,887663,139381,15.7,329706,60526,18.4,58942
248,Colorado,2014,2799491,5,5237165,632987,12.1,1229395,191679,15.6,894907,133066,14.9,329617,53751,16.3,61324
249,Colorado,2015,2824759,3.9,5339619,614410,11.5,1239846,183216,14.8,902953,122519,13.6,330993,55162,16.7,63945
250,Colorado,2016,2893268,3.3,5420315,598378,11,1243503,166581,13.4,907376,115917,12.8,330815,46111,13.9,65718
251,Colorado,2017,2992307,2.8,5420315,598378,11,1243503,166581,13.4,907376,115917,12.8,330815,46111,13.9,65718
252,Connecticut,1976,1455740,9.3,3422180.5,284455.5,8.75,805693.5,97462,13.1,597109,67644,12.1,207249.5,30085,14.2,56409
253,Connecticut,1977,1484885,7,3422180.5,284455.5,8.75,805693.5,97462,13.1,597109,67644,12.1,207249.5,30085,14.2,56409
254,Connecticut,1978,1513504,5.2,3422180.5,284455.5,8.75,805693.5,97462,13.1,597109,67644,12.1,207249.5,30085,14.2,56409
255,Connecticut,1979,1562654,5.1,3422180.5,284455.5,8.75,805693.5,97462,13.1,597109,67644,12.1,207249.5,30085,14.2,56409
256,Connecticut,1980,1588290,5.8,3422180.5,284455.5,8.75,805693.5,97462,13.1,597109,67644,12.1,207249.5,30085,14.2,56409
257,Connecticut,1981,1596437,6.2,3422180.5,284455.5,8.75,805693.5,97462,13.1,597109,67644,12.1,207249.5,30085,14.2,56409
258,Connecticut,1982,1608804,6.9,3422180.5,284455.5,8.75,805693.5,97462,13.1,597109,67644,12.1,207249.5,30085,14.2,56409
259,Connecticut,1983,1619703,6,3422180.5,284455.5,8.75,805693.5,97462,13.1,597109,67644,12.1,207249.5,30085,14.2,56409
260,Connecticut,1984,1663064,4.7,3422180.5,284455.5,8.75,805693.5,97462,13.1,597109,67644,12.1,207249.5,30085,14.2,56409
261,Connecticut,1985,1710255,4.7,3422180.5,284455.5,8.75,805693.5,97462,13.1,597109,67644,12.1,207249.5,30085,14.2,56409
262,Connecticut,1986,1737273,3.8,3422180.5,284455.5,8.75,805693.5,97462,13.1,597109,67644,12.1,207249.5,30085,14.2,56409
263,Connecticut,1987,1750361,3.4,3422180.5,284455.5,8.75,805693.5,97462,13.1,597109,67644,12.1,207249.5,30085,14.2,56409
264,Connecticut,1988,1746643,3,3422180.5,284455.5,8.75,805693.5,97462,13.1,597109,67644,12.1,207249.5,30085,14.2,56409
265,Connecticut,1989,1772352,3.8,3422180.5,227293,7,805693.5,83930,11.1,597109,51159,9.9,207249.5,25847,11,39548
266,Connecticut,1990,1819775,5.1,3422180.5,245464.25,7.55,805693.5,95894,12.45,597109,59714.25,11.25,207249.5,30292.5,12.925,40186.5
267,Connecticut,1991,1841104,6.5,3422180.5,263635.5,8.1,805693.5,107858,13.8,597109,68269.5,12.6,207249.5,34738,14.85,40825
268,Connecticut,1992,1827707,7.6,3422180.5,281806.75,8.65,805693.5,119822,15.15,597109,76824.75,13.95,207249.5,39183.5,16.775,41463.5
269,Connecticut,1993,1795716,6.6,3422180.5,299978,9.2,805693.5,131786,16.5,597109,85380,15.3,207249.5,43629,18.7,42102
270,Connecticut,1994,1756296,5.6,3422180.5,284455.5,8.75,805693.5,120685,15.05,597109,79778.5,14.25,207249.5,37524.5,16.25,42688
271,Connecticut,1995,1734064,5.5,3422180.5,268933,8.3,805693.5,109584,13.6,597109,74177,13.2,207249.5,31420,13.8,43274
272,Connecticut,1996,1741727,5.5,3422180.5,292139,9,805693.5,118359,14.8,597109,81372,14.4,207249.5,31637,14.5,44981
273,Connecticut,1997,1752540,5,3422180.5,291242,8.9,805693.5,121256,14.7,597109,82687,13.9,207249.5,30617,13.7,46648
274,Connecticut,1998,1742196,3.4,3269698,283772,8.7,816491,108826,13.3,594994,78225,13.1,217501,24936,11.5,49846
275,Connecticut,1999,1754565,2.9,3346516,249882,7.5,833621,85277,10.2,604538,60468,10,221937,19921,9,51706
276,Connecticut,2000,1764126,2.4,3354407,243428,7.3,850040,85480,10.1,622864,56405,9.1,220443,25826,11.7,52758
277,Connecticut,2001,1759829,3.1,3376805,239721,7.1,828290,76836,9.3,611290,53350,8.7,210291,19671,9.4,55060
278,Connecticut,2002,1774152,4.3,3415138,267357,7.8,833047,83942,10.1,613779,58214,9.5,210785,22620,10.7,54543
279,Connecticut,2003,1784260,5.4,3429223,273051,8,837287,88254,10.5,619068,55987,9,211102,27921,13.2,56409
280,Connecticut,2004,1774193,5,3438970,314619,9.1,834886,95407,11.4,617392,64564,10.5,210930,27524,13,56617
281,Connecticut,2005,1796976,4.9,3383915,282379,8.3,820497,93716,11.4,608071,62095,10.2,208057,27734,13.3,60840
282,Connecticut,2006,1828651,4.3,3393426,281079,8.3,805557,88087,10.9,602207,60084,10,200065,25111,12.6,63352
283,Connecticut,2007,1856209,4.5,3387526,269045,7.9,807467,87584,10.8,596428,58597,9.8,207070,25263,12.2,65969
284,Connecticut,2008,1881454,5.7,3390658,308479,9.1,799786,94346,11.8,587429,61410,10.5,208545,29626,14.2,68294
285,Connecticut,2009,1891077,7.9,3409906,318008,9.3,798969,95570,12,589195,62605,10.6,207429,30473,14.7,66906
286,Connecticut,2010,1911712,9.1,3466981,348881,10.1,805830,103003,12.8,605949,68661,11.3,198127,32374,16.3,64321
287,Connecticut,2011,1914775,8.8,3471805,373284,10.8,794345,115699,14.6,597790,79802,13.3,194513,33766,17.4,65822
288,Connecticut,2012,1887419,8.3,3484176,370537,10.6,785922,114613,14.6,592944,79315,13.4,190208,32501,17.1,67275
289,Connecticut,2013,1863337,7.8,3485349,373387,10.7,775350,112225,14.5,584781,77895,13.3,188032,31898,17,67262
290,Connecticut,2014,1892451,6.6,3485626,375281,10.8,764912,113733,14.9,575343,78909,13.7,185376,31176,16.8,70007
291,Connecticut,2015,1895832,5.7,3480915,367867,10.6,753352,110143,14.6,566107,76886,13.6,183795,30085,16.4,71333
292,Connecticut,2016,1904556,5.1,3469517,342171,9.9,744195,97462,13.1,561345,67644,12.1,180361,27362,15.2,73380
293,Connecticut,2017,1918576,4.7,3469517,342171,9.9,744195,97462,13.1,561345,67644,12.1,180361,27362,15.2,73380
294,Delaware,1976,264791,8.8,844657.5,78052,10.3,200679.5,28057,15.2,143100,18114,13.55,54385.5,9513,17.2,48770
295,Delaware,1977,272833,8.5,844657.5,78052,10.3,200679.5,28057,15.2,143100,18114,13.55,54385.5,9513,17.2,48770
296,Delaware,1978,277334,7.4,844657.5,78052,10.3,200679.5,28057,15.2,143100,18114,13.55,54385.5,9513,17.2,48770
297,Delaware,1979,280816,7.2,844657.5,78052,10.3,200679.5,28057,15.2,143100,18114,13.55,54385.5,9513,17.2,48770
298,Delaware,1980,283955,7.6,844657.5,78052,10.3,200679.5,28057,15.2,143100,18114,13.55,54385.5,9513,17.2,48770
299,Delaware,1981,287919,7.8,844657.5,78052,10.3,200679.5,28057,15.2,143100,18114,13.55,54385.5,9513,17.2,48770
300,Delaware,1982,294391,8.4,844657.5,78052,10.3,200679.5,28057,15.2,143100,18114,13.55,54385.5,9513,17.2,48770
301,Delaware,1983,296258,7.7,844657.5,78052,10.3,200679.5,28057,15.2,143100,18114,13.55,54385.5,9513,17.2,48770
302,Delaware,1984,307185,6.3,844657.5,78052,10.3,200679.5,28057,15.2,143100,18114,13.55,54385.5,9513,17.2,48770
303,Delaware,1985,316652,5.1,844657.5,78052,10.3,200679.5,28057,15.2,143100,18114,13.55,54385.5,9513,17.2,48770
304,Delaware,1986,324857,4.3,844657.5,78052,10.3,200679.5,28057,15.2,143100,18114,13.55,54385.5,9513,17.2,48770
305,Delaware,1987,332990,3.1,844657.5,78052,10.3,200679.5,28057,15.2,143100,18114,13.55,54385.5,9513,17.2,48770
306,Delaware,1988,348445,3.1,844657.5,78052,10.3,200679.5,28057,15.2,143100,18114,13.55,54385.5,9513,17.2,48770
307,Delaware,1989,359658,3.5,844657.5,61417,9.4,200679.5,22537,13.7,143100,13998,12.4,54385.5,7231,14.4,31606
308,Delaware,1990,360223,4.7,844657.5,65575.75,9.825,200679.5,24377,14.45,143100,15045,12.975,54385.5,8073.25,15.8,32705
309,Delaware,1991,361714,6.2,844657.5,69734.5,10.25,200679.5,26217,15.2,143100,16092,13.55,54385.5,8915.5,17.2,33804
310,Delaware,1992,367162,5.4,844657.5,73893.25,10.675,200679.5,28057,15.95,143100,17139,14.125,54385.5,9757.75,18.6,34903
311,Delaware,1993,376854,5.1,844657.5,78052,11.1,200679.5,29897,16.7,143100,18186,14.7,54385.5,10600,20,36002
312,Delaware,1994,384827,4.8,844657.5,73950.5,10.4,200679.5,28040.5,15.6,143100,17459,13.9,54385.5,9266,17.8,36673.5
313,Delaware,1995,385838,4.3,844657.5,69849,9.7,200679.5,26184,14.5,143100,16732,13.1,54385.5,7932,15.6,37345
314,Delaware,1996,388134,5.1,844657.5,71563,9.8,200679.5,27543,15.3,143100,17030,13.4,54385.5,8898,17.9,39701
315,Delaware,1997,387597,4,844657.5,73868,10,200679.5,28193,15.4,143100,18114,13.8,54385.5,8553,17.1,41315
316,Delaware,1998,394889,3.7,746861,72696,9.7,184560,27702,15,132834,18234,13.7,51249,8342,16.3,42662
317,Delaware,1999,398783,3.4,765873,71888,9.4,191046,26736,14,139782,17757,12.7,50544,7926,15.7,45201
318,Delaware,2000,413500,3.7,778813,67374,8.7,188743,23862,12.6,136796,14863,10.9,50318,7743,15.4,47812
319,Delaware,2001,421786,3.5,788537,66445,8.4,193295,22344,11.6,139875,14125,10.1,51457,7036,13.7,47876
320,Delaware,2002,416783,4,802257,74526,9.3,197642,24472,12.4,141362,15925,11.3,53563,7691,14.4,48096
321,Delaware,2003,415160,4.3,814294,73415,9,192880,25106,13,136990,16038,11.7,53181,7872,14.8,48770
322,Delaware,2004,420384,4,828029,79844,9.6,195400,26124,13.4,137836,15877,11.5,55003,9048,16.4,49545
323,Delaware,2005,432409,4.1,815080,84291,10.3,191654,27692,14.4,135818,17149,12.6,54206,9513,17.6,52508
324,Delaware,2006,441184,3.6,828661,88749,10.7,199994,29622,14.8,142278,18942,13.3,56200,9638,17.1,53714
325,Delaware,2007,443573,3.4,838480,86653,10.3,200718,29005,14.5,141907,18289,12.9,57849,9787,16.9,55988
326,Delaware,2008,447041,4.9,850835,87977,10.3,204509,29148,14.3,145288,18581,12.8,58477,9709,16.6,58380
327,Delaware,2009,437500,8.3,860973,96409,11.2,203179,33851,16.7,143922,21382,14.9,58066,11631,20,56985
328,Delaware,2010,434419,8.4,874333,104456,11.9,202100,36018,17.8,147285,23356,15.9,54137,11938,22.1,56172
329,Delaware,2011,443346,7.5,882353,111176,12.6,201546,37941,18.8,145440,24830,17.1,54565,11975,21.9,58159
330,Delaware,2012,445572,7.2,890737,113316,12.7,201061,38462,19.1,145576,25169,17.3,54698,12571,23,58326
331,Delaware,2013,442728,6.7,900322,115774,12.9,200641,38254,19.1,144204,25169,17.5,55305,12212,22.1,58244
332,Delaware,2014,453312,5.7,909603,118032,13,201039,38543,19.2,145339,25833,17.8,55016,11983,21.8,59853
333,Delaware,2015,467110,4.9,920351,115655,12.6,201645,38446,19.1,145999,26199,17.9,54960,11404,20.7,61327
334,Delaware,2016,473881,4.5,926860,109592,11.8,201428,35702,17.7,146469,23942,16.3,53884,10824,20.1,62112
335,Delaware,2017,477349,4.6,926860,109592,11.8,201428,35702,17.7,146469,23942,16.3,53884,10824,20.1,62112
336,District of Columbia,1976,335284,9,561185,99671,18.3,110243.5,32493,29.2,73296,21266,29,35952.5,10445,28.9,43215
337,District of Columbia,1977,330279,9.2,561185,99671,18.3,110243.5,32493,29.2,73296,21266,29,35952.5,10445,28.9,43215
338,District of Columbia,1978,334729,8.3,561185,99671,18.3,110243.5,32493,29.2,73296,21266,29,35952.5,10445,28.9,43215
339,District of Columbia,1979,328952,7,561185,99671,18.3,110243.5,32493,29.2,73296,21266,29,35952.5,10445,28.9,43215
340,District of Columbia,1980,321997,7.4,561185,99671,18.3,110243.5,32493,29.2,73296,21266,29,35952.5,10445,28.9,43215
341,District of Columbia,1981,306560,8.9,561185,99671,18.3,110243.5,32493,29.2,73296,21266,29,35952.5,10445,28.9,43215
342,District of Columbia,1982,307539,10.4,561185,99671,18.3,110243.5,32493,29.2,73296,21266,29,35952.5,10445,28.9,43215
343,District of Columbia,1983,316481,11.2,561185,99671,18.3,110243.5,32493,29.2,73296,21266,29,35952.5,10445,28.9,43215
344,District of Columbia,1984,321549,9.1,561185,99671,18.3,110243.5,32493,29.2,73296,21266,29,35952.5,10445,28.9,43215
345,District of Columbia,1985,323655,8.1,561185,99671,18.3,110243.5,32493,29.2,73296,21266,29,35952.5,10445,28.9,43215
346,District of Columbia,1986,323379,7.5,561185,99671,18.3,110243.5,32493,29.2,73296,21266,29,35952.5,10445,28.9,43215
347,District of Columbia,1987,330066,6.3,561185,99671,18.3,110243.5,32493,29.2,73296,21266,29,35952.5,10445,28.9,43215
348,District of Columbia,1988,329849,5,561185,99671,18.3,110243.5,32493,29.2,73296,21266,29,35952.5,10445,28.9,43215
349,District of Columbia,1989,314700,4.9,561185,86780,15,110243.5,27502,23.9,73296,17275,22.5,35952.5,9062,24.6,29322
350,District of Columbia,1990,328924,6.3,561185,93027.75,16.35,110243.5,30300.75,26.25,73296,18786.75,24.65,35952.5,10445,27.35,29847
351,District of Columbia,1991,321433,7.8,561185,99275.5,17.7,110243.5,33099.5,28.6,73296,20298.5,26.8,35952.5,11828,30.1,30372
352,District of Columbia,1992,317226,8.6,561185,105523.25,19.05,110243.5,35898.25,30.95,73296,21810.25,28.95,35952.5,13211,32.85,30897
353,District of Columbia,1993,315856,8.5,561185,111771,20.4,110243.5,38697,33.3,73296,23322,31.1,35952.5,14594,35.6,31422
354,District of Columbia,1994,310532,8,561185,109693.5,20.6,110243.5,39534.5,35.05,73296,24540,32.95,35952.5,14439,38.15,32552
355,District of Columbia,1995,300085,8.8,561185,107616,20.8,110243.5,40372,36.8,73296,25758,34.8,35952.5,14284,40.7,33682
356,District of Columbia,1996,287378,8.4,561185,111970,21.9,110243.5,38857,36.1,73296,26351,36.2,35952.5,11935,35.6,34436
357,District of Columbia,1997,282744,8,561185,96253,19.3,110243.5,33503,33.7,73296,23031,33.9,35952.5,9855,32.6,34980
358,District of Columbia,1998,291902,8.4,498986,90664,18.2,99562,30381,30.5,70477,21266,30.2,29125,8642,29.7,36442
359,District of Columbia,1999,306131,6.4,551208,95123,17.3,114923,33503,29.2,81459,22906,28.1,32454,9628,29.7,38654
360,District of Columbia,2000,310469,5.6,560501,91435,16.3,110403,29112,26.4,76648,21067,27.5,31072,7690,24.8,40606
361,District of Columbia,2001,310515,6.3,556867,97584,17.5,109217,29923,27.4,75989,20583,27.1,32393,8808,27.2,41112
362,District of Columbia,2002,306099,6.4,551917,95179,17.2,106733,33357,31.3,73015,21767,29.8,32792,10580,32.3,40617
363,District of Columbia,2003,306422,6.8,540061,94560,17.5,107507,31755,29.5,72563,21695,29.9,33478,9420,28.1,43215
364,District of Columbia,2004,312027,7.8,537943,98309,18.3,111257,32493,29.2,73007,19536,26.8,36890,11615,31.5,46211
365,District of Columbia,2005,315616,6.4,513130,93799,18.3,109677,32459,29.6,72451,19634,27.1,36896,12195,33.1,48078
366,District of Columbia,2006,316083,5.8,551162,99671,18.1,112620,31856,28.3,78025,21548,27.6,33786,9767,28.9,51746
367,District of Columbia,2007,322237,5.5,559556,95441,17.1,113126,29069,25.7,76663,18995,24.8,35979,9380,26.1,54812
368,District of Columbia,2008,330544,6.5,561869,95232,16.9,110084,28416,25.8,74382,18421,24.8,35434,9549,26.9,58553
369,District of Columbia,2009,335672,9.3,570114,100489,17.6,112636,32621,29,75927,22325,29.4,36167,9790,27.1,58906
370,District of Columbia,2010,346065,9.4,570954,107279,18.8,100271,31147,31.1,67626,20872,30.9,32352,9786,30.2,60729
371,District of Columbia,2011,350778,10.2,584583,111906,19.1,104474,32297,30.9,68377,20884,30.5,35926,10976,30.6,62087
372,District of Columbia,2012,364989,9,598151,112719,18.8,107998,31615,29.3,69582,20544,29.5,38207,10588,27.7,65231
373,District of Columbia,2013,374126,8.5,611783,115096,18.8,109630,32071,29.3,68701,20544,29.9,40238,10772,26.8,66326
374,District of Columbia,2014,378380,7.8,624323,114790,18.4,113547,32807,28.9,71202,20378,28.6,42017,11879,28.3,69992
375,District of Columbia,2015,388057,6.9,638024,113185,17.7,116615,32947,28.3,73577,21541,29.3,42469,10892,25.6,73115
376,District of Columbia,2016,394586,6.1,647652,119778,18.5,118717,32715,27.6,75908,21997,29,42362,10033,23.7,74093
377,District of Columbia,2017,400894,6.1,647652,119778,18.5,118717,32715,27.6,75908,21997,29,42362,10033,23.7,74093
378,Florida,1976,3602310,9.2,17885141.5,2201942.5,14.4,3950765,775812,21.7,2850330.5,507794,20,1064862,243939,24.1,38985
379,Florida,1977,3724245,8.2,17885141.5,2201942.5,14.4,3950765,775812,21.7,2850330.5,507794,20,1064862,243939,24.1,38985
380,Florida,1978,3962454,6.7,17885141.5,2201942.5,14.4,3950765,775812,21.7,2850330.5,507794,20,1064862,243939,24.1,38985
381,Florida,1979,4135752,5.9,17885141.5,2201942.5,14.4,3950765,775812,21.7,2850330.5,507794,20,1064862,243939,24.1,38985
382,Florida,1980,4274346,6.1,17885141.5,2201942.5,14.4,3950765,775812,21.7,2850330.5,507794,20,1064862,243939,24.1,38985
